,name,obsid,ra,dec,uvw2_mag,uvw2_mag_err,uvm2_mag,uvm2_mag_err,uvw1_mag,uvw1_mag_err,Umag,e_Umag,Bmag,e_Bmag,Vmag,e_Vmag,Imag,e_Imag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,uvw2_resid_frac,uvw2_saturated,uvw2_sss,uvw2_edge,uvm2_resid_frac,uvm2_saturated,uvm2_sss,uvm2_edge,uvw1_resid_frac,uvw1_saturated,uvw1_sss,uvw1_edge,mcps_flag,uvw2_key,uvw2_pix_x,uvw2_pix_y,uvm2_key,uvm2_pix_x,uvm2_pix_y,uvw1_key,uvw1_pix_x,uvw1_pix_y,Separation_in_as
98373,lmc-obs45461-4830,45461,77.18375999999999,-69.09251,18.916887283325195,0.3097405135631561,,,,,,,,,,,,,,,,,,,0.1550716688106861,0.0,1.0,1.0,,,,,,,,,,18004.0,583.849290069592,635.9874124545659,,,,,,,28.421227793410473
98383,lmc-obs45461-4840,45461,77.19283500000002,-69.08679000000001,18.49885368347168,0.2144818603992462,,,18.5675048828125,0.259278267621994,18.375,0.106,18.45,0.051,18.163,0.048,18.217,0.054,,,,,,,0.0790540886450417,0.0,1.0,1.0,,,,,0.0710465370282364,0.0,1.0,1.0,10.0,18320.0,572.2001604074104,656.4675124317413,,,,18274.0,564.9670315184112,642.1283872002175,23.97034816588763
98384,lmc-obs45461-4841,45461,77.19316500000002,-69.09138,18.397560119628903,0.200592041015625,,,,,,,,,,,,,,,,,,,0.1118607885857985,0.0,1.0,1.0,,,,,,,,,,18328.0,571.8161109938046,640.0164845597827,,,,,,,16.16879569552034
98388,lmc-obs45461-4845,45461,77.19866999999998,-69.08751,18.88970947265625,0.2946906089782715,,,,,,,,,,,,,,,,,,,0.0620483852547365,0.0,1.0,1.0,,,,,,,,,,18526.0,564.7445022849513,653.8732224574709,,,,,,,17.297372626025762
98393,lmc-obs45461-4850,45461,77.20318499999999,-69.08761,18.92326545715332,0.3035670220851898,,,,,,,,,,,,,,,,,,,0.2029582863862022,0.0,1.0,1.0,,,,,,,,,,18687.0,558.9715458488812,653.5034503488,,,,,,,14.73293463505429
98416,lmc-obs45461-4873,45461,77.219475,-69.09917,18.968372344970703,0.3005770742893219,,,,,,,,,,,,,,,,,,,0.0934752463888054,0.0,1.0,1.0,,,,,,,,,,19306.0,538.2486088570835,612.0236935402071,,,,,,,32.46803319401299
98418,lmc-obs45461-4875,45461,77.22093000000002,-69.08971,18.95233726501465,0.3111109733581543,,,18.68115425109864,0.287376195192337,18.608,0.095,18.877,0.1009999999999999,18.535,0.085,18.793,0.134,,,,,,,0.1321254772402822,0.0,1.0,1.0,,,,,0.039702819541929,0.0,1.0,1.0,10.0,19364.0,536.2978155521904,645.9270134027712,,,,19314.0,529.0708289675326,631.603160374724,20.67430715597074
98432,lmc-obs45461-4889,45461,77.230275,-69.09624000000001,18.950950622558597,0.2939943969249725,,,,,,,,,,,,,,,,,,,0.0849689646834672,0.0,1.0,1.0,,,,,,,,,,19727.0,524.4123292436711,622.491709152176,,,,,,,35.67649951962079
99031,lmc-obs45461-5488,45461,77.19681,-69.08802,,,,,18.879188537597656,0.3371261954307556,18.602,0.08,18.939,0.074,18.77,0.072,18.84,0.069,,,,,,,,,,,,,,,0.2572867955696738,0.0,1.0,1.0,10.0,,,,,,,18412.0,559.8928475033791,637.7133382406463,17.251092758757835
99040,lmc-obs45461-5497,45461,77.21960999999997,-69.09836999999999,,,,,18.94421768188477,0.3473131656646728,18.746,0.08,18.952,0.042,18.831,0.074,18.979,0.069,,,,,,,,,,,,,,,0.0585508714610699,0.0,1.0,1.0,10.0,,,,,,,19264.0,530.8218076503417,600.5760973275702,30.193690681779465
