,galaxy,field,sub_field_index,ra_1,ra_2,dec_1,dec_2
589,lmc,LMC173,6,5:35:22.23,5:36:26.47,-67:57:48.7,-67:56:15.2
590,lmc,LMC173,7,5:35:19.62,5:36:25.71,-68:10:04.6,-68:09:55.4
591,lmc,LMC173,8,5:35:20.16,5:36:25.10,-68:15:55.7,-68:21:57.5
592,lmc,LMC174,1,5:39:06.57,5:40:13.41,-68:57:33.3,-68:53:50.6
593,lmc,LMC174,2,5:39:05.43,5:40:11.58,-68:47:44.6,-68:46:08.6
594,lmc,LMC174,3,5:39:04.21,5:40:10.13,-68:36:03.8,-68:38:19.1
595,lmc,LMC174,4,5:39:03.23,5:40:08.24,-68:29:40.7,-68:21:11.6
596,lmc,LMC174,5,5:35:48.35,5:36:53.89,-68:29:54.4,-68:28:37.5
597,lmc,LMC174,6,5:35:47.25,5:36:53.50,-68:35:54.1,-68:38:56.5
598,lmc,LMC174,7,5:35:48.02,5:36:53.51,-68:44:42.1,-68:44:22.6
599,lmc,LMC174,8,5:35:45.95,5:36:53.70,-68:51:20.0,-68:52:16.1
600,lmc,LMC175,1,5:39:36.98,5:40:44.37,-69:28:41.9,-69:31:43.9
601,lmc,LMC175,2,5:39:37.12,5:40:46.59,-69:22:06.4,-69:20:46.7
602,lmc,LMC175,3,5:39:36.02,5:40:43.94,-69:12:05.5,-69:13:23.2
603,lmc,LMC175,4,5:39:35.56,5:40:42.76,-69:04:56.1,-69:01:28.8
604,lmc,LMC175,5,5:36:14.40,5:37:22.41,-69:02:09.7,-69:01:50.8
605,lmc,LMC175,6,5:36:12.51,5:37:22.49,-69:13:20.8,-69:11:49.4
606,lmc,LMC175,7,5:36:13.16,5:37:22.09,-69:23:46.8,-69:20:22.1
607,lmc,LMC175,8,5:36:13.34,5:37:23.10,-69:29:21.4,-69:28:45.5
608,lmc,LMC176,1,5:40:11.70,5:41:22.68,-70:05:10.8,-70:07:29.8
609,lmc,LMC176,2,5:40:12.72,5:41:21.48,-69:57:39.9,-69:55:20.9
610,lmc,LMC176,3,5:40:11.37,5:41:21.37,-69:46:55.6,-69:47:41.1
611,lmc,LMC176,4,5:40:09.88,5:41:21.17,-69:38:56.7,-69:39:46.9
612,lmc,LMC176,5,5:36:43.92,5:37:54.71,-69:40:35.3,-69:37:52.1
613,lmc,LMC176,6,5:36:43.40,5:37:53.15,-69:46:43.6,-69:49:51.7
614,lmc,LMC176,7,5:36:42.63,5:37:54.02,-69:59:19.6,-69:58:38.7
615,lmc,LMC176,8,5:36:41.17,5:37:53.45,-70:06:12.1,-70:08:01.6
616,lmc,LMC177,1,5:40:46.90,5:41:56.78,-70:40:18.4,-70:40:26.0
617,lmc,LMC177,2,5:40:46.20,5:41:58.74,-70:33:44.7,-70:34:23.6
618,lmc,LMC177,3,5:40:44.73,5:41:57.21,-70:21:33.9,-70:25:42.7
619,lmc,LMC177,4,5:40:45.51,5:41:57.17,-70:15:40.4,-70:16:39.8
620,lmc,LMC177,5,5:37:12.25,5:38:24.22,-70:13:30.6,-70:13:07.8
621,lmc,LMC177,6,5:37:12.43,5:38:23.39,-70:22:23.3,-70:22:09.2
622,lmc,LMC177,7,5:37:11.18,5:38:24.47,-70:31:54.3,-70:32:56.6
623,lmc,LMC177,8,5:37:09.95,5:38:24.19,-70:40:26.0,-70:41:11.7
624,lmc,LMC178,1,5:41:30.11,5:42:45.34,-71:16:47.3,-71:15:30.7
625,lmc,LMC178,2,5:41:28.18,5:42:44.95,-71:06:16.2,-71:08:11.0
626,lmc,LMC178,3,5:41:25.24,5:42:41.16,-71:00:47.9,-70:58:29.3
627,lmc,LMC178,4,5:41:27.71,5:42:40.51,-70:47:46.4,-70:49:59.4
628,lmc,LMC178,5,5:37:48.32,5:39:02.98,-70:47:56.9,-70:51:18.5
629,lmc,LMC178,6,5:37:47.06,5:39:01.76,-70:58:40.4,-70:58:17.4
630,lmc,LMC178,7,5:37:47.67,5:39:02.41,-71:09:05.0,-71:07:47.2
631,lmc,LMC178,8,5:37:45.83,5:39:01.53,-71:18:55.6,-71:18:26.1
632,lmc,LMC179,1,5:42:06.55,5:43:23.41,-71:51:52.9,-71:52:07.9
633,lmc,LMC179,2,5:42:05.01,5:43:21.75,-71:45:34.2,-71:42:11.4
634,lmc,LMC179,3,5:42:04.38,5:43:19.80,-71:35:01.3,-71:35:36.2
635,lmc,LMC179,4,5:42:03.04,5:43:17.98,-71:27:05.1,-71:24:50.4
636,lmc,LMC179,5,5:38:17.15,5:39:34.87,-71:26:15.6,-71:23:58.0
637,lmc,LMC179,6,5:38:16.23,5:39:34.66,-71:34:17.8,-71:33:08.3
638,lmc,LMC179,7,5:38:17.24,5:39:34.09,-71:37:16.2,-71:44:50.0
639,lmc,LMC179,8,5:38:16.09,5:39:32.01,-71:51:36.4,-71:53:47.2
640,lmc,LMC180,1,5:42:10.12,5:43:29.01,-72:29:09.1,-72:25:37.4
641,lmc,LMC180,2,5:42:08.52,5:43:28.76,-72:19:48.2,-72:21:21.7
642,lmc,LMC180,3,5:42:08.04,5:43:26.69,-72:04:36.8,-72:12:32.6
643,lmc,LMC180,4,5:42:06.65,5:43:26.12,-71:54:19.2,-71:59:52.3
644,lmc,LMC180,5,5:38:15.87,5:39:33.69,-72:01:14.1,-71:59:56.7
645,lmc,LMC180,6,5:38:14.15,5:39:32.72,-72:10:39.1,-72:10:17.0
646,lmc,LMC180,7,5:38:14.61,5:39:32.50,-72:16:17.8,-72:20:27.0
647,lmc,LMC180,8,5:38:11.75,5:39:33.39,-72:26:22.4,-72:21:49.0
648,lmc,LMC181,1,5:44:43.46,5:45:49.89,-68:16:31.5,-68:20:43.1
649,lmc,LMC181,2,5:44:43.74,5:45:49.63,-68:07:50.3,-68:09:16.2
650,lmc,LMC181,3,5:44:42.63,5:45:48.30,-67:57:33.3,-68:00:30.3
651,lmc,LMC181,4,5:44:42.76,5:45:47.84,-67:51:10.9,-67:52:42.0
652,lmc,LMC181,5,5:41:33.61,5:42:37.11,-67:46:43.6,-67:50:29.6
653,lmc,LMC181,6,5:41:32.28,5:42:36.99,-68:02:28.4,-68:03:42.3
654,lmc,LMC181,7,5:41:32.73,5:42:37.56,-68:09:04.4,-68:10:15.0
655,lmc,LMC181,8,5:41:30.46,5:42:36.66,-68:18:57.1,-68:14:18.1
656,lmc,LMC182,1,5:45:22.31,5:46:30.20,-68:55:41.0,-68:57:00.1
657,lmc,LMC182,2,5:45:20.95,5:46:27.94,-68:45:05.7,-68:43:30.6
658,lmc,LMC182,3,5:45:20.40,5:46:28.06,-68:35:39.5,-68:38:41.5
659,lmc,LMC182,4,5:45:20.45,5:46:22.91,-68:25:19.1,-68:23:22.8
660,lmc,LMC182,5,5:42:05.04,5:43:11.80,-68:23:03.1,-68:25:57.4
661,lmc,LMC182,6,5:42:03.28,5:43:10.50,-68:38:27.7,-68:37:32.3
662,lmc,LMC182,7,5:42:02.93,5:43:10.65,-68:48:33.8,-68:46:43.9
663,lmc,LMC182,8,5:42:03.91,5:43:10.43,-68:53:27.7,-68:55:07.8
664,lmc,LMC183,1,5:46:07.15,5:47:16.42,-69:26:29.9,-69:27:11.5
665,lmc,LMC183,2,5:46:08.53,5:47:16.26,-69:21:00.5,-69:23:09.0
666,lmc,LMC183,3,5:46:05.83,5:47:16.08,-69:11:29.0,-69:14:56.2
667,lmc,LMC183,4,5:46:06.49,5:47:12.88,-69:04:57.4,-69:01:01.3
668,lmc,LMC183,5,5:42:45.80,5:43:52.64,-69:04:01.9,-69:02:07.1
669,lmc,LMC183,6,5:42:44.58,5:43:52.49,-69:11:46.5,-69:13:26.9
670,lmc,LMC183,7,5:42:43.38,5:43:52.69,-69:23:28.6,-69:19:49.7
671,lmc,LMC183,8,5:42:40.72,5:43:52.38,-69:24:27.3,-69:30:11.1
672,lmc,LMC184,1,5:46:48.55,5:47:59.21,-70:05:42.7,-70:04:56.4
673,lmc,LMC184,2,5:46:49.12,5:47:59.40,-69:54:06.6,-69:58:26.8
674,lmc,LMC184,3,5:46:47.04,5:47:57.52,-69:48:38.8,-69:44:57.5
675,lmc,LMC184,4,5:46:46.40,5:47:56.56,-69:40:22.9,-69:39:35.5
676,lmc,LMC184,5,5:43:20.61,5:44:29.47,-69:35:03.7,-69:37:41.9
677,lmc,LMC184,6,5:43:20.25,5:44:30.44,-69:42:41.0,-69:45:21.2
678,lmc,LMC184,7,5:43:19.15,5:44:30.75,-69:56:56.3,-69:55:59.6
679,lmc,LMC184,8,5:43:18.85,5:44:29.49,-70:07:46.7,-70:04:56.4
680,lmc,LMC185,1,5:47:39.81,5:48:52.62,-70:40:17.6,-70:40:39.5
681,lmc,LMC185,2,5:47:37.91,5:48:52.24,-70:32:27.2,-70:31:39.3
682,lmc,LMC185,3,5:47:38.15,5:48:49.20,-70:24:05.6,-70:23:29.8
683,lmc,LMC185,4,5:47:36.76,5:48:48.53,-70:12:48.4,-70:13:49.2
684,lmc,LMC185,5,5:44:04.87,5:45:16.27,-70:14:33.3,-70:15:48.4
685,lmc,LMC185,6,5:44:03.98,5:45:16.22,-70:24:21.6,-70:23:02.1
686,lmc,LMC185,7,5:44:04.56,5:45:16.26,-70:32:17.6,-70:34:07.1
687,lmc,LMC185,8,5:44:02.41,5:45:15.67,-70:42:15.2,-70:40:24.6
688,lmc,LMC186,1,5:48:33.96,5:49:50.40,-71:16:37.1,-71:17:52.4
689,lmc,LMC186,2,5:48:35.73,5:49:48.33,-71:10:14.4,-71:06:12.9
690,lmc,LMC186,3,5:48:32.87,5:49:47.37,-70:57:37.3,-70:57:09.8
691,lmc,LMC186,4,5:48:32.56,5:49:45.77,-70:48:40.5,-70:48:04.4
692,lmc,LMC186,5,5:44:54.17,5:46:07.98,-70:49:03.4,-70:48:49.4
693,lmc,LMC186,6,5:44:52.99,5:46:07.38,-71:00:10.4,-70:58:23.9
694,lmc,LMC186,7,5:44:52.59,5:46:08.44,-71:07:00.6,-71:09:13.2
695,lmc,LMC186,8,5:44:51.18,5:46:07.08,-71:18:45.1,-71:17:09.0
696,lmc,LMC187,1,5:49:25.82,5:50:41.37,-71:50:54.7,-71:48:17.9
697,lmc,LMC187,2,5:49:23.13,5:50:41.75,-71:37:16.4,-71:41:14.4
698,lmc,LMC187,3,5:49:22.74,5:50:39.28,-71:28:39.1,-71:34:49.5
699,lmc,LMC187,4,5:49:21.74,5:50:38.81,-71:21:39.0,-71:23:40.3
700,lmc,LMC187,5,5:45:37.54,5:46:54.10,-71:20:16.9,-71:27:53.4
701,lmc,LMC187,6,5:45:38.00,5:46:53.01,-71:28:55.3,-71:34:50.0
702,lmc,LMC187,7,5:45:35.96,5:46:52.27,-71:43:55.4,-71:37:11.4
703,lmc,LMC187,8,5:45:34.86,5:46:51.91,-71:54:28.9,-71:48:55.5
704,lmc,LMC188,1,5:49:41.86,5:51:04.42,-72:25:58.1,-72:25:39.2
705,lmc,LMC188,2,5:49:42.06,5:51:02.72,-72:13:21.5,-72:20:26.1
706,lmc,LMC188,3,5:49:39.63,5:50:57.83,-72:10:03.8,-72:05:11.1
707,lmc,LMC188,4,5:49:38.43,5:50:58.11,-72:01:07.1,-71:54:53.5
708,lmc,LMC188,5,5:45:48.53,5:47:06.60,-71:55:16.1,-71:54:18.5
709,lmc,LMC188,6,5:45:46.07,5:47:05.81,-72:09:22.9,-72:10:58.9
710,lmc,LMC188,7,5:45:46.41,5:47:05.60,-72:21:00.1,-72:19:11.5
711,lmc,LMC188,8,5:45:45.24,5:47:05.19,-72:25:56.5,-72:22:29.2
712,lmc,LMC189,1,5:51:42.76,5:52:51.16,-68:54:30.0,-68:52:43.6
713,lmc,LMC189,2,5:51:41.88,5:52:48.78,-68:45:57.8,-68:47:15.2
714,lmc,LMC189,3,5:51:42.29,5:52:48.28,-68:37:28.9,-68:30:58.9
715,lmc,LMC189,4,5:51:41.03,5:52:46.38,-68:22:41.4,-68:21:25.6
716,lmc,LMC189,5,5:48:27.23,5:49:32.79,-68:21:58.3,-68:29:48.5
717,lmc,LMC189,6,5:48:25.21,5:49:31.38,-68:37:04.2,-68:36:33.2
718,lmc,LMC189,7,5:48:24.80,5:49:30.77,-68:45:56.8,-68:47:05.6
719,lmc,LMC189,8,5:48:23.45,5:49:33.10,-68:51:22.0,-68:56:46.7
720,lmc,LMC190,1,5:52:39.87,5:53:49.11,-69:29:20.3,-69:31:35.6
721,lmc,LMC190,2,5:52:39.42,5:53:47.41,-69:21:00.0,-69:20:29.7
722,lmc,LMC190,3,5:52:37.73,5:53:46.89,-69:11:27.9,-69:06:32.5
723,lmc,LMC190,4,5:52:37.60,5:53:45.13,-69:04:58.6,-69:01:29.7
724,lmc,LMC190,5,5:49:16.65,5:50:24.68,-69:05:45.7,-69:02:51.4
725,lmc,LMC190,6,5:49:17.06,5:50:24.37,-69:06:44.0,-69:07:53.0
726,lmc,LMC190,7,5:49:16.47,5:50:24.76,-69:20:12.9,-69:19:19.6
727,lmc,LMC190,8,5:49:15.60,5:50:24.11,-69:31:30.5,-69:25:17.2
728,lmc,LMC191,1,5:53:30.78,5:54:44.08,-70:08:11.3,-70:07:48.7
729,lmc,LMC191,2,5:53:30.21,5:54:41.18,-69:55:42.4,-69:59:18.8
730,lmc,LMC191,3,5:53:29.01,5:54:38.66,-69:46:32.9,-69:43:10.2
731,lmc,LMC191,4,5:53:28.74,5:54:36.92,-69:32:59.2,-69:37:20.3
732,lmc,LMC191,5,5:50:03.10,5:51:13.14,-69:36:56.1,-69:40:27.4
733,lmc,LMC191,6,5:50:01.48,5:51:11.95,-69:49:45.8,-69:47:18.8
734,lmc,LMC191,7,5:50:01.66,5:51:12.53,-69:51:34.0,-69:58:00.5
735,lmc,LMC191,8,5:50:01.40,5:51:12.34,-70:00:01.4,-70:08:48.0
736,lmc,LMC192,1,5:54:32.53,5:55:46.79,-70:36:30.2,-70:41:57.2
737,lmc,LMC192,2,5:54:32.96,5:55:43.52,-70:30:48.8,-70:27:45.8
738,lmc,LMC192,3,5:54:31.04,5:55:43.19,-70:18:28.5,-70:24:58.9
739,lmc,LMC192,4,5:54:32.25,5:55:42.03,-70:12:50.0,-70:13:20.1
740,lmc,LMC192,5,5:50:59.38,5:52:10.31,-70:12:32.3,-70:16:18.5
741,lmc,LMC192,6,5:50:59.79,5:52:10.14,-70:16:51.4,-70:21:10.3
742,lmc,LMC192,7,5:50:56.81,5:52:10.78,-70:34:03.5,-70:34:56.9
743,lmc,LMC192,8,5:50:57.46,5:52:11.11,-70:41:36.0,-70:42:31.3
744,lmc,LMC193,1,5:55:34.50,5:56:47.96,-71:19:47.7,-71:11:56.1
745,lmc,LMC193,2,5:55:31.39,5:56:45.28,-71:04:24.9,-71:06:39.7
746,lmc,LMC193,3,5:55:32.76,5:56:44.37,-70:59:45.6,-71:00:28.6
747,lmc,LMC193,4,5:55:30.55,5:56:45.09,-70:49:49.7,-70:50:57.0
748,lmc,LMC193,5,5:51:52.14,5:53:05.54,-70:48:25.2,-70:50:01.8
749,lmc,LMC193,6,5:51:52.41,5:53:01.42,-70:53:37.5,-70:58:25.8
750,lmc,LMC193,7,5:51:50.06,5:53:04.97,-71:10:16.7,-71:09:26.8
751,lmc,LMC193,8,5:51:49.01,5:53:05.52,-71:19:36.1,-71:17:00.0
752,lmc,LMC194,1,5:56:47.73,5:58:04.17,-71:49:30.5,-71:46:26.6
753,lmc,LMC194,2,5:56:45.13,5:58:02.63,-71:43:10.7,-71:38:41.8
754,lmc,LMC194,3,5:56:44.64,5:57:57.91,-71:28:53.0,-71:28:06.3
755,lmc,LMC194,4,5:56:45.24,5:58:00.22,-71:23:33.9,-71:27:25.4
756,lmc,LMC194,5,5:52:59.30,5:54:15.98,-71:21:28.8,-71:19:33.1
757,lmc,LMC194,6,5:52:58.32,5:54:14.22,-71:34:14.1,-71:33:59.6
758,lmc,LMC194,7,5:52:57.10,5:54:15.83,-71:45:20.4,-71:45:11.2
759,lmc,LMC194,8,5:52:57.29,5:54:15.15,-71:54:19.8,-71:53:15.9
760,lmc,LMC195,1,5:57:13.14,5:58:38.37,-72:24:27.3,-72:21:30.7
761,lmc,LMC195,2,5:57:15.41,5:58:32.39,-72:13:17.7,-72:13:56.2
762,lmc,LMC195,3,5:57:15.31,5:58:29.78,-72:10:37.2,-72:04:56.7
763,lmc,LMC195,4,5:57:13.43,5:58:30.69,-72:00:12.4,-71:55:30.3
764,lmc,LMC195,5,5:53:23.76,5:54:40.15,-71:59:01.5,-71:55:33.2
765,lmc,LMC195,6,5:53:19.77,5:54:39.03,-72:03:44.5,-72:10:03.1
766,lmc,LMC195,7,5:53:20.14,5:54:34.78,-72:15:14.4,-72:13:59.1
767,lmc,LMC195,8,5:53:14.35,5:54:38.20,-72:30:38.2,-72:26:40.3
768,lmc,LMC196,1,5:58:00.19,5:59:08.49,-68:48:52.5,-68:53:45.6
769,lmc,LMC196,2,5:58:02.26,5:59:05.81,-68:47:09.3,-68:42:25.2
770,lmc,LMC196,3,5:58:00.76,5:59:04.33,-68:37:42.2,-68:32:40.5
771,lmc,LMC196,4,5:57:58.80,5:59:05.01,-68:27:56.3,-68:26:52.1
772,lmc,LMC196,5,5:54:43.50,5:55:48.61,-68:29:07.4,-68:23:35.0
773,lmc,LMC196,6,5:54:42.58,5:55:50.02,-68:35:48.0,-68:31:03.2
774,lmc,LMC196,7,5:54:41.78,5:55:49.47,-68:41:36.6,-68:43:37.3
775,lmc,LMC196,8,5:54:43.71,5:55:50.40,-68:52:14.5,-68:55:13.5
776,lmc,LMC197,1,5:59:12.47,6:00:16.72,-69:29:53.7,-69:24:45.5
777,lmc,LMC197,2,5:59:12.18,6:00:22.25,-69:23:13.6,-69:22:07.0
778,lmc,LMC197,3,5:59:11.49,6:00:18.45,-69:12:02.1,-69:12:43.0
779,lmc,LMC197,4,5:59:09.29,6:00:19.23,-68:57:19.4,-69:04:16.1
780,lmc,LMC197,5,5:55:50.69,5:56:58.46,-69:04:36.0,-68:58:45.9
781,lmc,LMC197,6,5:55:49.99,5:56:57.62,-69:06:10.9,-69:09:23.1
782,lmc,LMC197,7,5:55:47.97,5:56:56.77,-69:20:21.9,-69:22:39.7
783,lmc,LMC197,8,5:55:48.90,5:56:57.46,-69:24:48.4,-69:28:05.0
784,lmc,LMC198,1,6:00:09.31,6:01:20.82,-70:03:15.2,-69:59:53.8
785,lmc,LMC198,2,6:00:09.33,6:01:19.25,-69:51:46.5,-69:55:09.1
786,lmc,LMC198,3,6:00:08.24,6:01:21.80,-69:50:22.6,-69:47:37.0
787,lmc,LMC198,4,6:00:07.48,6:01:18.24,-69:40:07.4,-69:37:26.6
788,lmc,LMC198,5,5:56:42.56,5:57:52.13,-69:40:36.1,-69:38:58.0
789,lmc,LMC198,6,5:56:41.47,5:57:50.24,-69:43:20.3,-69:48:12.8
790,lmc,LMC198,7,5:56:42.07,5:57:51.18,-69:54:16.0,-69:59:30.3
791,lmc,LMC198,8,5:56:40.54,5:57:49.93,-70:05:52.1,-70:02:06.7
792,lmc,LMC199,1,6:01:24.39,6:02:35.99,-70:36:44.2,-70:38:58.0
793,lmc,LMC199,2,6:01:25.21,6:02:33.67,-70:33:47.3,-70:34:40.8
794,lmc,LMC199,3,6:01:21.98,6:02:34.49,-70:18:54.0,-70:23:57.6
795,lmc,LMC199,4,6:01:22.17,6:02:33.43,-70:08:42.6,-70:12:15.4
796,lmc,LMC199,5,5:57:50.03,5:59:02.06,-70:08:58.9,-70:12:53.1
797,lmc,LMC199,6,5:57:49.07,5:59:00.34,-70:20:28.6,-70:20:32.0
798,lmc,LMC199,7,5:57:48.42,5:59:01.00,-70:31:41.0,-70:30:22.6
799,lmc,LMC199,8,5:57:48.24,5:59:00.49,-70:43:00.3,-70:43:11.0
800,lmc,LMC200,1,6:02:37.89,6:03:53.85,-71:19:56.3,-71:12:32.9
801,lmc,LMC200,2,6:02:37.79,6:03:53.55,-71:08:51.0,-71:10:48.4
802,lmc,LMC200,3,6:02:37.46,6:03:48.37,-70:54:33.0,-70:54:29.0
803,lmc,LMC200,4,6:02:35.57,6:03:51.74,-70:44:26.8,-70:48:27.6
804,lmc,LMC200,5,5:59:01.17,6:00:11.99,-70:48:00.3,-70:44:36.6
805,lmc,LMC200,6,5:58:55.47,6:00:12.38,-70:57:54.8,-71:00:48.6
806,lmc,LMC200,7,5:58:56.88,6:00:11.29,-71:08:47.4,-71:01:49.1
807,lmc,LMC200,8,5:58:54.89,6:00:10.33,-71:18:29.7,-71:11:05.9
808,lmc,LMC201,1,6:04:01.82,6:05:18.56,-71:53:13.1,-71:47:52.6
809,lmc,LMC201,2,6:04:01.88,6:05:19.77,-71:45:51.7,-71:43:24.9
810,lmc,LMC201,3,6:03:59.70,6:05:16.85,-71:34:09.0,-71:29:12.9
811,lmc,LMC201,4,6:04:01.05,6:05:16.08,-71:24:36.1,-71:23:53.3
812,lmc,LMC201,5,6:00:15.47,6:01:31.45,-71:26:26.9,-71:20:07.8
813,lmc,LMC201,6,6:00:14.72,6:01:31.89,-71:36:38.5,-71:28:08.2
814,lmc,LMC201,7,6:00:11.71,6:01:31.43,-71:44:26.0,-71:44:35.8
815,lmc,LMC201,8,6:00:12.22,6:01:31.44,-71:54:58.6,-71:47:41.6
816,lmc,LMC202,1,6:04:49.43,6:06:02.29,-72:27:21.6,-72:27:53.5
817,lmc,LMC202,2,6:04:46.74,6:06:06.79,-72:14:33.9,-72:20:46.4
818,lmc,LMC202,3,6:04:44.09,6:06:02.33,-72:08:56.8,-72:06:13.0
819,lmc,LMC202,4,6:04:45.10,6:06:03.24,-71:56:13.5,-71:57:37.8
820,lmc,LMC202,5,6:00:50.97,6:02:10.58,-72:00:55.1,-71:58:24.7
821,lmc,LMC202,6,6:00:50.38,6:02:10.24,-72:06:06.9,-72:07:48.4
822,lmc,LMC202,7,6:00:50.56,6:02:10.03,-72:15:25.2,-72:15:15.5
823,lmc,LMC202,8,6:00:48.09,6:02:10.58,-72:26:45.6,-72:29:18.1
824,lmc,LMC203,1,6:04:48.58,6:06:13.01,-73:02:48.5,-73:03:17.6
825,lmc,LMC203,2,6:04:50.18,6:06:13.75,-72:56:46.0,-72:56:22.1
826,lmc,LMC203,3,6:04:49.87,6:06:08.83,-72:47:48.2,-72:40:15.9
827,lmc,LMC203,4,6:04:47.88,6:06:07.78,-72:36:42.0,-72:30:22.5
828,lmc,LMC203,5,6:00:49.41,6:02:10.40,-72:30:13.9,-72:35:37.6
829,lmc,LMC203,6,6:00:45.12,6:02:09.87,-72:44:14.5,-72:46:27.2
830,lmc,LMC203,7,6:00:45.26,6:02:07.82,-72:55:44.8,-72:53:57.9
831,lmc,LMC203,8,6:00:44.05,6:02:07.31,-73:04:36.0,-73:03:36.4
832,lmc,LMC204,1,6:04:19.89,6:05:25.42,-68:53:47.8,-68:54:01.1
833,lmc,LMC204,2,6:04:18.23,6:05:23.78,-68:42:57.7,-68:39:38.8
834,lmc,LMC204,3,6:04:17.09,6:05:23.04,-68:38:58.7,-68:35:58.6
835,lmc,LMC204,4,6:04:16.63,6:05:22.97,-68:26:36.2,-68:26:20.4
836,lmc,LMC204,5,6:01:01.49,6:02:07.55,-68:24:09.2,-68:28:10.0
837,lmc,LMC204,6,6:01:00.75,6:02:07.89,-68:32:46.3,-68:36:55.0
838,lmc,LMC204,7,6:01:00.72,6:02:07.07,-68:43:11.5,-68:45:41.8
839,lmc,LMC204,8,6:01:00.25,6:02:07.42,-68:54:00.6,-68:54:10.3
840,lmc,LMC205,1,6:05:38.55,6:06:41.87,-69:32:45.9,-69:24:32.7
841,lmc,LMC205,2,6:05:39.10,6:06:46.87,-69:24:14.0,-69:18:53.7
842,lmc,LMC205,3,6:05:39.02,6:06:44.80,-69:10:18.6,-69:11:30.9
843,lmc,LMC205,4,6:05:38.03,6:06:43.49,-69:03:36.8,-68:58:21.0
844,lmc,LMC205,5,6:02:17.15,6:03:22.47,-69:04:42.3,-69:02:30.2
845,lmc,LMC205,6,6:02:15.19,6:03:25.06,-69:12:51.3,-69:07:10.1
846,lmc,LMC205,7,6:02:14.73,6:03:21.86,-69:15:45.6,-69:23:09.8
847,lmc,LMC205,8,6:02:14.81,6:03:24.39,-69:28:02.9,-69:24:38.1
848,lmc,LMC206,1,6:06:50.11,6:08:00.65,-70:07:15.6,-70:07:22.0
849,lmc,LMC206,2,6:06:49.52,6:07:58.94,-69:52:40.3,-69:51:08.7
850,lmc,LMC206,3,6:06:49.71,6:07:58.81,-69:49:39.8,-69:44:13.1
851,lmc,LMC206,4,6:06:48.94,6:07:57.27,-69:40:02.9,-69:37:09.7
852,lmc,LMC206,5,6:03:22.04,6:04:32.37,-69:32:16.1,-69:38:15.1
853,lmc,LMC206,6,6:03:21.36,6:04:31.08,-69:49:36.9,-69:43:26.8
854,lmc,LMC206,7,6:03:20.79,6:04:32.94,-69:54:12.2,-69:58:55.4
855,lmc,LMC206,8,6:03:19.19,6:04:31.02,-70:03:54.0,-70:06:44.2
856,lmc,LMC207,1,6:08:19.48,6:09:32.74,-70:39:33.0,-70:41:17.8
857,lmc,LMC207,2,6:08:17.59,6:09:32.36,-70:29:44.4,-70:34:54.0
858,lmc,LMC207,3,6:08:17.34,6:09:28.93,-70:23:30.9,-70:17:56.0
859,lmc,LMC207,4,6:08:14.06,6:09:28.85,-70:09:55.6,-70:15:41.0
860,lmc,LMC207,5,6:04:44.42,6:05:54.97,-70:08:54.9,-70:11:21.9
861,lmc,LMC207,6,6:04:45.11,6:05:56.10,-70:18:20.8,-70:23:29.4
862,lmc,LMC207,7,6:04:44.06,6:05:55.19,-70:27:52.2,-70:32:50.8
863,lmc,LMC207,8,6:04:42.19,6:05:55.57,-70:35:03.3,-70:41:34.0
864,lmc,LMC208,1,6:09:42.74,6:10:58.57,-71:14:38.8,-71:17:58.7
865,lmc,LMC208,2,6:09:41.75,6:10:57.41,-71:05:03.9,-71:07:26.3
866,lmc,LMC208,3,6:09:41.34,6:10:55.54,-70:59:26.5,-70:55:43.6
867,lmc,LMC208,4,6:09:39.99,6:10:54.32,-70:43:30.1,-70:48:45.2
868,lmc,LMC208,5,6:06:02.28,6:07:16.49,-70:52:18.2,-70:49:46.8
869,lmc,LMC208,6,6:06:02.14,6:07:15.61,-70:55:09.9,-71:00:05.5
870,lmc,LMC208,7,6:06:02.14,6:07:15.52,-71:09:27.2,-71:02:00.7
871,lmc,LMC208,8,6:06:00.12,6:07:16.98,-71:19:11.8,-71:13:19.8
872,lmc,LMC209,1,6:11:23.45,6:12:40.93,-71:52:01.8,-71:48:30.2
873,lmc,LMC209,2,6:11:18.72,6:12:42.80,-71:38:38.6,-71:45:29.8
874,lmc,LMC209,3,6:11:03.26,6:12:37.20,-71:32:06.4,-71:31:49.5
875,lmc,LMC209,4,6:11:18.73,6:12:36.90,-71:23:49.5,-71:26:35.1
876,lmc,LMC209,5,6:07:34.26,6:08:51.31,-71:26:09.3,-71:22:31.0
877,lmc,LMC209,6,6:07:34.95,6:08:54.00,-71:35:29.9,-71:30:56.0
878,lmc,LMC209,7,6:07:34.71,6:08:51.42,-71:37:37.9,-71:40:11.2
879,lmc,LMC209,8,6:07:32.43,6:08:51.32,-71:46:40.7,-71:52:18.3
880,lmc,LMC210,1,6:12:22.45,6:13:42.48,-72:23:03.8,-72:21:41.4
881,lmc,LMC210,2,6:12:23.95,6:13:39.64,-72:20:19.5,-72:15:42.5
882,lmc,LMC210,3,6:12:20.75,6:13:42.27,-72:08:43.9,-72:11:22.1
883,lmc,LMC210,4,6:12:20.46,6:13:39.76,-71:54:20.2,-72:01:49.6
884,lmc,LMC210,5,6:08:28.17,6:09:46.10,-72:01:31.8,-71:59:30.9
885,lmc,LMC210,6,6:08:30.24,6:09:47.16,-72:04:41.3,-72:06:54.3
