,ra,dec,photometry,distance_to_center
18203,11.566043883446063,-70.99791012882856,3103.275384112936,112.13206619844786
18204,8.998559675921495,-71.47718353356697,3456.574150184576,110.23655054490091
18205,8.985336983367635,-71.47950376586297,3441.6451728579136,110.30201699372607
18206,8.972111093549161,-71.48182309100876,3386.0337737996456,110.36819491705857
18207,8.958882006691898,-71.48414150862573,3373.693984763144,110.43508303775096
18208,8.945649723022974,-71.48645901833517,3436.0674229965243,110.50268006800239
18209,8.932414242771205,-71.48877561975853,3487.67362197849,110.57098470945932
18210,8.919175566166707,-71.49109131251716,3542.162140501497,110.63999565334483
18211,8.905933693440982,-71.49340609623245,3750.962866658562,110.70971158056803
18212,8.892688624827219,-71.49571997052585,4133.260397950267,110.7801311618361
18213,8.879440360559947,-71.49803293501873,4581.653862896983,110.85125305778084
18214,8.1190152297517,-71.62835571109491,3160.674208730969,116.01837493780762
18215,8.105582069740779,-71.6306152599501,3155.710696093892,116.12765632201088
18216,8.09214573055569,-71.63287387669826,3161.747413912125,116.23754741786858
18217,8.078706212521375,-71.63513156096191,3178.4736109833993,116.34804649691468
18218,8.065263515964148,-71.63738831236364,3202.493787257008,116.45915182766741
18219,8.05181764121189,-71.6396441305261,3221.8809954801127,116.57086167572395
18220,8.0383685885941,-71.64189901507177,3260.2105063946005,116.68317430387799
18221,8.024916358441791,-71.64415296562346,3310.7197455829046,116.79608797220286
18222,8.011460951087436,-71.64640598180375,3338.076787916234,116.90960093817782
18223,7.998002366865102,-71.64865806323533,3324.9805170938303,117.0237114567728
18224,7.984540606110481,-71.65090920954098,3315.3099295623074,117.13841778055281
18225,7.971075669160715,-71.65315942034341,3332.1422470194234,117.25371815978508
18226,7.957607556354635,-71.65540869526544,3356.886310964791,117.36961084252884
18227,7.944136268032378,-71.65765703392982,3389.6628108955124,117.48609407474946
18228,12.689897597014765,-70.76355353136795,3125.550764904237,122.51800388332417
18229,12.677607506300669,-70.76612032750849,3159.2797417643087,122.38106940079653
18230,12.665314211103112,-70.76868632610046,3219.518663932921,122.24465682902671
